comment_thread_id,video_id,author_display_name,text_original,cleaned_text,text_length,like_count,total_reply_count,manual_label,manual_label_normalized,lexicon_predicted_label
UgxWDs52bJghu5e71aJ4AaABAg,AL0AGaoJCWY,@โบ๊ะบ๊ะchanel-d5y,Acting sport,acting sport,12,0,0,Negatif,negative,neutral
UgykJBlVxR_ApzAzj1N4AaABAg,AL0AGaoJCWY,@varshith3d335,That offensive rebound from brunson at 15:33 from brunson and the 3 pointer stole the game away from spurs,that offensive rebound from brunson at 15:33 from brunson and the 3 pointer stole the game away from spurs,106,0,0,Positif,positive,neutral
UgwfZOYph7IG84rwLsh4AaABAg,AL0AGaoJCWY,@Rama-gu7dd,Spurs had the opportunity to close the game early but choked. No excuses.,spurs had the opportunity to close the game early but choked. no excuses.,73,0,0,Negatif,negative,negative
Ugzgv_kl978NfBOTNTR4AaABAg,AL0AGaoJCWY,@npa2468,22 for 79 from the three point line is horrendous. The last two years has been some of the worst basketball I have ever seen. College and Pro.,22 for 79 from the three point line is horrendous. the last two years has been some of the worst basketball i have ever seen. college and pro.,142,0,0,Negatif,negative,negative
UgwGY4DnsIrtDoODAIV4AaABAg,AL0AGaoJCWY,@Therealtruth48,Nobody talking about the intro 💀,nobody talking about the intro 💀,32,0,0,Negatif,negative,neutral
UgzTtZmvG5XAz6WY5HN4AaABAg,AL0AGaoJCWY,@joseangelhernandez5274,17:12- the announcer farted😂,17:12- the announcer farted😂,28,0,0,Negatif,negative,neutral
Ugyk4lv6zypM6lpVaoV4AaABAg,AL0AGaoJCWY,@FizzBeam22,I can’t believe the spurs blew this one great win NY,i can’t believe the spurs blew this one great win ny,52,1,0,Positif,positive,positive
UgwCIH78CzgthLMh2wZ4AaABAg,AL0AGaoJCWY,@GianAquino-j3x,"Go New York, Go New York, Gooo!!!","go new york, go new york, gooo!!!",33,5,0,Positif,positive,neutral
UgwX08LLQ9sVWdNlrcV4AaABAg,AL0AGaoJCWY,@Moltar29,I shaved the last time the Knicks lost. I now have a beard. That's not even an attempt to make a joke. Just a factual statement.,i shaved the last time the knicks lost. i now have a beard. that's not even an attempt to make a joke. just a factual statement.,128,0,0,Positif,positive,negative
UgxsKVu2phV0wlny_4V4AaABAg,AL0AGaoJCWY,@Boomshakalaka-wn9oq,LETS GO KNICKS!!!!,lets go knicks!!!!,18,1,0,Positif,positive,positive
UgwuHypNOxpugDBPw7d4AaABAg,AL0AGaoJCWY,@eddiephears,"We're is Bernard King,  Patrick Ewing  ?","we're is bernard king,  patrick ewing  ?",40,0,0,Neutral,neutral,neutral
UgzEWeZC1aalMgjUxAp4AaABAg,AL0AGaoJCWY,@leahcimnayr3241,Putting in Fox at this point in time is a bad move,putting in fox at this point in time is a bad move,50,0,0,Negatif,negative,negative
UgxqnmyTJZfy4Hh5FAB4AaABAg,AL0AGaoJCWY,@southwardcape,Bruh..what up with the music😹😹,bruh..what up with the music😹😹,30,0,0,Negatif,negative,neutral
Ugz1d0HC5hFSaM4kb2x4AaABAg,AL0AGaoJCWY,@wow_71,Knicks on 5🔥🔥🤞,knicks on 5🔥🔥🤞,14,0,0,Positif,positive,neutral
UgxMvGCHeCfkAZb2Jg54AaABAg,AL0AGaoJCWY,@him1062,The ads are ridiculous,the ads are ridiculous,22,0,0,Negatif,negative,neutral
Ugzg_kkIBHn9lqkBMSh4AaABAg,AL0AGaoJCWY,@MarioNAshEvangalist,Why is wemby getting the ball before Halfcourt lol,why is wemby getting the ball before halfcourt lol,50,1,0,Negatif,negative,neutral
UgzBWgiPuOKNUs6kmQN4AaABAg,AL0AGaoJCWY,@BillSerra-i5h,"As a life long Knicks fan who was going to their games--including double headers--at the old MSG on W 49th, this was fun to watch. This team has a lot of character.","as a life long knicks fan who was going to their games--including double headers--at the old msg on w 49th, this was fun to watch. this team has a lot of character.",164,0,0,Positif,positive,positive
UgxbGg2hkmrERxOPwfN4AaABAg,AL0AGaoJCWY,@xTheOxx,Those who had been calling KAT soft can put a sock in it from now on,those who had been calling kat soft can put a sock in it from now on,68,0,0,Positif,positive,negative
UgyMatyGDW02OTqm8mt4AaABAg,AL0AGaoJCWY,@fartwizardswag,KNICKS IN 4 WHORES,knicks in 4 whores,18,0,0,Positif,positive,neutral
UgwI03EYBMRmf3xvhwJ4AaABAg,AL0AGaoJCWY,@paidstacks,Spurs playing cute with that pregame player announcement and got cooked,spurs playing cute with that pregame player announcement and got cooked,71,0,0,Negatif,negative,positive
UgyeagTk6f69dFvCJFN4AaABAg,AL0AGaoJCWY,@williambernardbrown,The knicks found a way to neutralize Wymbenyama,the knicks found a way to neutralize wymbenyama,47,0,1,Positif,positive,neutral
UgwEpZVQ7QQF_Uvy9UV4AaABAg,AL0AGaoJCWY,@Notoanomaly,"They under estimate NYK.. remember , NYK have a great rally point every last quarter of the game. they have the great scores every 4th qtr. spurs collapse 4th qtr because of fatigue","they under estimate nyk.. remember , nyk have a great rally point every last quarter of the game. they have the great scores every 4th qtr. spurs collapse 4th qtr because of fatigue",181,0,0,Positif,positive,positive
Ugx3Y1fLYZRp_UGzhAR4AaABAg,AL0AGaoJCWY,@rishabhkalwar9924,"wemby gave too much possesions , he will surely word hard i am sure","wemby gave too much possesions , he will surely word hard i am sure",67,0,0,Negatif,negative,positive
Ugyv3SFGIB16O8V6P054AaABAg,AL0AGaoJCWY,@MohammadHasimDitucalan,So many turnovers from the spurs and always taken advantage of by the Knicks. Good game,so many turnovers from the spurs and always taken advantage of by the knicks. good game,87,0,0,Positif,positive,positive
UgzxP7Nh8-cNO36pqE14AaABAg,AL0AGaoJCWY,@angeljimenez-hc4eu,"As a Lakers fan, I love this finals series. So many great matchups and both teams have so much depth. Nothing but respect to both teams.","as a lakers fan, i love this finals series. so many great matchups and both teams have so much depth. nothing but respect to both teams.",136,81,4,Positif,positive,positive
Ugwr2AcMGOM8QsXnJXZ4AaABAg,AL0AGaoJCWY,@ryanabbeyseon,CALL THE NATIONAL GUARD FOR GAME 3!!!,call the national guard for game 3!!!,37,1,0,Neutral,neutral,neutral
UgxEBkvghROMts4Ycql4AaABAg,AL0AGaoJCWY,@localstreetsbatman,"If Brunson can keep going like this, he will probably be the most clutch player in history maybe.","if brunson can keep going like this, he will probably be the most clutch player in history maybe.",97,0,0,Positif,positive,positive
UgwUVXDYX_WcQV9-Zsl4AaABAg,AL0AGaoJCWY,@G30GE,What the heck's with the background music during the Knicks player intro 0:43,what the heck's with the background music during the knicks player intro 0:43,77,1,0,Negatif,negative,neutral
UgyleXdPmOJL5THrk4R4AaABAg,AL0AGaoJCWY,@aaronwasag5072,I LOVE THIS TEAM!!! #Knicksin4,i love this team!!! #knicksin4,30,0,0,Positif,positive,positive
Ugx6hCgsteoz-QJcayl4AaABAg,AL0AGaoJCWY,@rayuchia5203,Knicks already won a ship they got chemistry from college,knicks already won a ship they got chemistry from college,57,0,0,Positif,positive,neutral
Ugz-gZV597sBO8mfDa94AaABAg,AL0AGaoJCWY,@karl1444,The corgi has sadly not get the first game,the corgi has sadly not get the first game,42,0,0,Negatif,negative,neutral
UgwKYYXjLLrEtcYffFZ4AaABAg,AL0AGaoJCWY,@niko01511,Mike Breen is one of the goats but these ABC/ESPN intros do not hit as hard as the NBA on NBC intros of the past with Bob Costas and Marc Albert.,mike breen is one of the goats but these abc/espn intros do not hit as hard as the nba on nbc intros of the past with bob costas and marc albert.,145,1,0,Positif,positive,positive
UgxXE2WTjo8F2vV7bPh4AaABAg,AL0AGaoJCWY,@JeffTheNebraskaDJ,RIGGED NBA BS!! WHO CARES?? HA!! the dj,rigged nba bs!! who cares?? ha!! the dj,39,0,0,Negatif,negative,neutral
Ugz2vE0vNlIYhkpIWk54AaABAg,AL0AGaoJCWY,@Lucas.Whitman,"17:20 “What was the difference in the last 2 minutes?”
Brunson: “Me”","17:20 “what was the difference in the last 2 minutes?”
brunson: “me”",68,2,0,Neutral,neutral,neutral
UgzAFOBDuqYwMUVYn8t4AaABAg,AL0AGaoJCWY,@ShelbyMoss73,How the Spurs blew a 14pt lead is beyond me.......,how the spurs blew a 14pt lead is beyond me.......,50,0,0,Negatif,negative,neutral
UgwQT-EZ1ePW0rXZnrl4AaABAg,AL0AGaoJCWY,@jguitar151,Let’s go knicks!!!,let’s go knicks!!!,18,1,0,Positif,positive,neutral
Ugw1azmGiGvuRM_OKCJ4AaABAg,AL0AGaoJCWY,@autumn_icicle,"wtf, that tune. wow i didnt expect to hear that. lol","wtf, that tune. wow i didnt expect to hear that. lol",52,0,0,Negatif,negative,positive
Ugyjdn05xU4Y58R7QNZ4AaABAg,AL0AGaoJCWY,@MrSka7cis,Josh Hart was also a difference maker with securing the defensive rebounds and getting it up the floor fast.,josh hart was also a difference maker with securing the defensive rebounds and getting it up the floor fast.,108,210,4,Positif,positive,neutral
UgwJfL4KeI9eB6B_AXR4AaABAg,AL0AGaoJCWY,@dignomad6744,What's really scary about this win in Spurs home is Bridges and hart were quiet on points ---- imagine when they make noise 😯,what's really scary about this win in spurs home is bridges and hart were quiet on points ---- imagine when they make noise 😯,125,0,0,Positif,positive,positive
UgxBaGezeRVL8IJxoPd4AaABAg,AL0AGaoJCWY,@Christianperatir,The background music😂,the background music😂,21,0,0,Negatif,negative,neutral
UgyUsORkp9YJN1p_Nr94AaABAg,AL0AGaoJCWY,@mikol.69420,"If the Knicks win it all, their fans would be unbearable for a long time. Im actually fine with this, at least it's not flop city thunder😂","if the knicks win it all, their fans would be unbearable for a long time. im actually fine with this, at least it's not flop city thunder😂",138,0,0,Positif,positive,positive
Ugwnbos8qHFSE-K9NBd4AaABAg,AL0AGaoJCWY,@TykeNotes,Wow,wow,3,0,0,Positif,positive,positive
UgxNg_UdOODRzS_P8Bh4AaABAg,AL0AGaoJCWY,@AjDannucci,Knicks got this locked up it’s gonna be Knicks in 4 or Knicks in 5,knicks got this locked up it’s gonna be knicks in 4 or knicks in 5,66,0,0,Positif,positive,neutral
UgxCBIj0n_w5VYKJt7p4AaABAg,AL0AGaoJCWY,@jasonbbb,Fox is just lost in the game,fox is just lost in the game,28,1,0,Negatif,negative,negative
UgwwqDJdacEwx7MgtOZ4AaABAg,AL0AGaoJCWY,@star_goofie,Suck this Draymon!!,suck this draymon!!,19,0,0,Negatif,negative,neutral
Ugwt2woP1h2TzbFJmiJ4AaABAg,AL0AGaoJCWY,@ricardopena4446,CHOKE,choke,5,0,0,Negatif,negative,negative
UgxaYHnAWzt624aJ8xx4AaABAg,AL0AGaoJCWY,@Efemral,"Watching from Sydney Australia, I like both teams and I don't know who to root for. Great game either way.","watching from sydney australia, i like both teams and i don't know who to root for. great game either way.",106,0,0,Positif,positive,positive
UgzyEazmf4DnvHR-qaN4AaABAg,AL0AGaoJCWY,@chagawawa,Spurs putting on that dumbass song to introduce the Knicks just to embarrass themselves even more with a 2nd half collapse.,spurs putting on that dumbass song to introduce the knicks just to embarrass themselves even more with a 2nd half collapse.,123,0,0,Negatif,negative,neutral
Ugx_wOKJTL4yoiDIo-F4AaABAg,AL0AGaoJCWY,@H0DLTHED0R,"Sloppy game Spurs, Fox invincible again. Knicks with a bunch of Miracle shots, congrats on winning.

Spurs need to be better.","sloppy game spurs, fox invincible again. knicks with a bunch of miracle shots, congrats on winning.

spurs need to be better.",125,1,0,Negatif,negative,positive
UgxvOphQqKqwQ_ucIDN4AaABAg,AL0AGaoJCWY,@860phantom7,Athletic bigs on both team. Dirk Nowitzki 😢,athletic bigs on both team. dirk nowitzki 😢,43,0,0,Neutral,neutral,neutral
Ugx_YYKTocsTo8Wr2Tp4AaABAg,AL0AGaoJCWY,@dennisreynolds2497,"From a national point of view, this Knicks team is probably the most likable sports team New York has ever had. Love this group. Let’s go Knicks from STL!","from a national point of view, this knicks team is probably the most likable sports team new york has ever had. love this group. let’s go knicks from stl!",154,625,7,Positif,positive,positive
UgyJe6i13sbxkQhfYzB4AaABAg,AL0AGaoJCWY,@jasonhoppe781,Spurs should have traded for ZION!!!,spurs should have traded for zion!!!,36,0,0,Positif,positive,neutral
Ugxwet0HUKDImjmLbhh4AaABAg,AL0AGaoJCWY,@daleg4785,I think spurs will win the second game,i think spurs will win the second game,38,0,0,Positif,positive,positive
UgypBYUcZwHDMro5Dhx4AaABAg,AL0AGaoJCWY,@yuzukeeofficial-g5q,The Knicks was so dominating in Playoffs without Tyrese Haliburton,the knicks was so dominating in playoffs without tyrese haliburton,66,0,0,Positif,positive,neutral
UgzBJk0Q864aOLQhpwF4AaABAg,AL0AGaoJCWY,@MauricioLuciche,spurs lame for putting that on,spurs lame for putting that on,30,0,0,Negatif,negative,neutral
UgwZ2r8dOIY9DgjDWjV4AaABAg,AL0AGaoJCWY,@jerryuma,The refs were so bad on this. Worst officiating I’ve ever seen in my life,the refs were so bad on this. worst officiating i’ve ever seen in my life,73,1,0,Negatif,negative,negative
Ugwt0eXKMGmzJRN_PrV4AaABAg,AL0AGaoJCWY,@jeffwischhof5752,Towns had a monster game! Love seeing the production come from everyone 👌 Gonna be a great series!!!,towns had a monster game! love seeing the production come from everyone 👌 gonna be a great series!!!,100,0,0,Positif,positive,positive
UgxGc7UE1Hx2l7GK98x4AaABAg,AL0AGaoJCWY,@illclaimr,GO KNICKS....,go knicks....,13,0,0,Positif,positive,neutral
UgzVpSubmzhDvniacpR4AaABAg,AL0AGaoJCWY,@Tags13-u8d,WTF Jalen scores almost all on the paint🥶,wtf jalen scores almost all on the paint🥶,41,1,0,Positif,positive,neutral
UgxH3LUG3OUnlSYCUZR4AaABAg,AL0AGaoJCWY,@DeangeloHubbard-p4w,Them ugly ass shirts keep making them loose pay attention,them ugly ass shirts keep making them loose pay attention,57,0,0,Negatif,negative,negative
Ugy534usixswn0aG7W94AaABAg,AL0AGaoJCWY,@christianjozoneugenio8829,"All NBA guards say all game long, he's to short, slow and unathletic... Until they see the 30+ pts beside his name when the final buzzer sounds","all nba guards say all game long, he's to short, slow and unathletic... until they see the 30+ pts beside his name when the final buzzer sounds",143,0,0,Negatif,negative,negative
UgwbXCCyP3HWVDvqs0V4AaABAg,AL0AGaoJCWY,@deeash718,1:38 you can’t use the computer beat and play against ny cmon lol,1:38 you can’t use the computer beat and play against ny cmon lol,65,11,3,Negatif,negative,neutral
UgwFrt3Sfo4gRu63U5h4AaABAg,AL0AGaoJCWY,@kingasif9265,3 games away 🎉,3 games away 🎉,14,0,0,Positif,positive,neutral
UgxSH6rv04BrB0QdZ5p4AaABAg,AL0AGaoJCWY,@LVZRTRVN,Holy adds,holy adds,9,0,0,Negatif,negative,neutral
UgwLgSihUylrBVR344t4AaABAg,AL0AGaoJCWY,@Ramii5123,This Knicks team has actually become insane. Everyone really is better than Jalen Brunson until it’s time to be better than Jalen Brunson.,this knicks team has actually become insane. everyone really is better than jalen brunson until it’s time to be better than jalen brunson.,138,14,0,Positif,positive,positive
UgzKTRKDrvV6O3E0hZ94AaABAg,AL0AGaoJCWY,@antoniomarine1567,Nicks steal game 1!!!!!!!!,nicks steal game 1!!!!!!!!,26,0,0,Positif,positive,neutral
UgwJANW7XsK16f_64Lh4AaABAg,AL0AGaoJCWY,@unfilteredenergymtl,If I just watched the fist part I thought it was going another way.,if i just watched the fist part i thought it was going another way.,67,0,0,Neutral,neutral,neutral
UgxOZb-j-F5MTiAcqnZ4AaABAg,AL0AGaoJCWY,@sonia2880,That intro song was diabolical. I was wondering what was wrong with my phone.😅😅,that intro song was diabolical. i was wondering what was wrong with my phone.😅😅,79,0,0,Negatif,negative,negative
UgxIAuSvSfimPsRyVkN4AaABAg,AL0AGaoJCWY,@SC302-25,"Jalen Brunson is a Menace
There is a Reason Why He is a Clutch Player of the Year 🧡
There is a Reason Why The Knicks Faithful calling Him a
Captain 🗽. After Two Injuries in the First Half, He became a Menace 💪🧡
Lez Goooo Knicks !!!!! 🗽🧡","jalen brunson is a menace
there is a reason why he is a clutch player of the year 🧡
there is a reason why the knicks faithful calling him a
captain 🗽. after two injuries in the first half, he became a menace 💪🧡
lez goooo knicks !!!!! 🗽🧡",236,0,0,Positif,positive,positive
UgxLmzcmeJ6-ckzetw14AaABAg,AL0AGaoJCWY,@gmtphilo173,They funny asl for that intro,they funny asl for that intro,29,0,0,Negatif,negative,neutral
UgyFHasi4biG7N9k03V4AaABAg,AL0AGaoJCWY,@YTW-rw6pr,It's so surreal to see The Knicks in the finals.  We were soooo bad for sooooo long,it's so surreal to see the knicks in the finals.  we were soooo bad for sooooo long,83,0,0,Positif,positive,negative
UgwNwsWaX6-kU6zIFux4AaABAg,AL0AGaoJCWY,@30dynamo,Jalen Brunson New York Legend 🔥🔥🔥🔥,jalen brunson new york legend 🔥🔥🔥🔥,34,0,0,Positif,positive,positive
UgxfrNhmaCT8P4rWWGp4AaABAg,AL0AGaoJCWY,@SgForeverSg,Just reminds you OKC lost because someone didn’t show up. You can’t afford a bystander when you’re trying to win a championship. Look at how Katz was doing everything and Mitchell Robinson playing with an injured hand.,just reminds you okc lost because someone didn’t show up. you can’t afford a bystander when you’re trying to win a championship. look at how katz was doing everything and mitchell robinson playing with an injured hand.,218,1,1,Neutral,neutral,negative
UgwZYUOZKrdK-jVCydJ4AaABAg,AL0AGaoJCWY,@laserwizard1,"Dumpy Brownscum needs to shut his trap - he has a career of injuring other players and flopping.    He's flopped in the playoffs.   This is an observable fact.    And there are times when Dumpy seems to think he is the only player on his team.    While I gave him props prior to this game even though I loathe every breath he takes, the fact remains that as a player, he is a dirty and selfish one.    I hope Dumpy enjoys this game because The Spurs (not my team) will adapt to his showboating and dirty style.   And he'll soon find out that two can play it rough and on the edge of the rules.","dumpy brownscum needs to shut his trap - he has a career of injuring other players and flopping.    he's flopped in the playoffs.   this is an observable fact.    and there are times when dumpy seems to think he is the only player on his team.    while i gave him props prior to this game even though i loathe every breath he takes, the fact remains that as a player, he is a dirty and selfish one.    i hope dumpy enjoys this game because the spurs (not my team) will adapt to his showboating and dirty style.   and he'll soon find out that two can play it rough and on the edge of the rules.",593,0,0,Negatif,negative,negative
UgziNk_MAiODVEWCDK14AaABAg,AL0AGaoJCWY,@Wickednessorweakness,Just feels like it’s the Knicks year man…..,just feels like it’s the knicks year man…..,43,0,0,Positif,positive,neutral
UgwBxlEXFoMUnBGsmyJ4AaABAg,AL0AGaoJCWY,@realsaintclair,These are 2 really good teams,these are 2 really good teams,29,0,0,Positif,positive,positive
UgxlwHZMa-bDNZmwqe14AaABAg,AL0AGaoJCWY,@ayeenghokage8746,That music jinx ‘em 😂,that music jinx ‘em 😂,21,2,1,Negatif,negative,neutral
UgwK75VgJ_mNqHXVjHJ4AaABAg,AL0AGaoJCWY,@j2hmrwallhax253,The PEDs are running hot in the knicks locker room lol.,the peds are running hot in the knicks locker room lol.,55,0,0,Positif,positive,neutral
UgzMYpNSqSwDKfvCYNR4AaABAg,AL0AGaoJCWY,@BigHambachi,Mfrs trolled the intros,mfrs trolled the intros,23,0,0,Negatif,negative,neutral
UgwTcSQiK46Q0BGZmdV4AaABAg,AL0AGaoJCWY,@rm-nyc,KNICKS IN 4,knicks in 4,11,1,0,Neutral,neutral,neutral
UgyhubCr-aXu4ZfeSTt4AaABAg,AL0AGaoJCWY,@tyronefrye4706,Jalen Brunson different in clutch time idk if goin 7 but finals finta to wild lol stay safe RIP Peabo Bryson Ronald LePread pray for our world BLM God bless checkout the band The Main Squeeze,jalen brunson different in clutch time idk if goin 7 but finals finta to wild lol stay safe rip peabo bryson ronald lepread pray for our world blm god bless checkout the band the main squeeze,191,0,0,Positif,positive,positive
Ugx_CgL3iUeZCwMGvv94AaABAg,AL0AGaoJCWY,@JCKohl,Six inch guard from UCONN??? Stephon Castle?!? PAUUUUSE!! 🛑,six inch guard from uconn??? stephon castle?!? pauuuuse!! 🛑,59,0,0,Negatif,negative,neutral
UgzO3Nk2Qiw91OL0uXR4AaABAg,AL0AGaoJCWY,@ZeroWhiteGuilt001,Wemby played the disappearing act. Yikes,wemby played the disappearing act. yikes,40,0,0,Negatif,negative,neutral
